product_index,filepath,embedding,title
10,Himesh/cardigan/img_00000011.jpg,"[0.03854544088244438, 0.008177037350833416, -0.07515475898981094, -0.24180868268013, -0.38165655732154846, 0.015812061727046967, 0.14651742577552795, -0.000528563978150487, -0.09022394567728043, 0.193093940615654, -0.03165886551141739, -0.076402448117733, -0.04135199636220932, -0.12200313061475754, 0.10442199558019638, -0.15246035158634186, 0.00020348011457826942, -0.12332865595817566, 0.14531193673610687, -0.13532142341136932, -0.15676602721214294, -0.10188251733779907, -0.058836810290813446, -0.09561603516340256, -0.1484414041042328, 0.06298257410526276, -0.0998101681470871, 0.10097179561853409, -0.0733281746506691, 0.20701837539672852, 0.17286233603954315, 0.005073005333542824, 0.014348447322845459, 0.006178172305226326, 0.12003100663423538, 0.057902831584215164, -0.0056409575045108795, 0.14845795929431915, -0.13019491732120514, 0.14653326570987701, 0.027687935158610344, -0.22562408447265625, -0.03528083115816116, 0.22591650485992432, 0.04196299612522125, 0.05394534021615982, 0.09725368022918701, 0.06695067882537842, 0.07397404313087463, -0.11550082266330719, 0.015412840992212296, -0.19840766489505768, 0.07170291990041733, -0.13614150881767273, 0.08112271130084991, 0.15121757984161377, 0.09183971583843231, -0.002229762962087989, 0.01868961565196514, 0.26931998133659363, 0.1882583647966385, -0.05088236182928085, -0.07141786813735962, 0.019625253975391388]",Casual Modern Fit and Flare Dress with Modern Design
11,Himesh/cardigan/img_00000012.jpg,"[-0.058716144412755966, -0.0228738933801651, -0.08248905837535858, -0.22862491011619568, -0.3563119173049927, -0.014243019744753838, 0.13494083285331726, 0.03649209812283516, -0.08994347602128983, 0.1532059609889984, -0.0006834113737568259, -0.09112710505723953, -0.03304137662053108, -0.04566725343465805, 0.1577783226966858, -0.16106019914150238, -0.03305361792445183, -0.17408160865306854, 0.18552778661251068, -0.09490135312080383, -0.22437238693237305, -0.08870519697666168, -0.06686463952064514, -0.09958343207836151, -0.24520178139209747, 0.028992779552936554, -0.06510122865438461, 0.11020304262638092, -0.05091932415962219, 0.224070742726326, 0.18053963780403137, -0.03546693176031113, -0.03581058606505394, 0.08754517138004303, 0.06822770833969116, 0.07560168206691742, 0.022584151476621628, 0.09890993684530258, -0.0980387032032013, 0.15898996591567993, 0.014060039073228836, -0.18465669453144073, -0.0029057571664452553, 0.21267028152942657, 0.012755508534610271, 0.05837360769510269, 0.0885717123746872, 0.05183236300945282, 0.02832009084522724, -0.1526181995868683, 0.011782556772232056, -0.25054219365119934, 0.07511314004659653, -0.10974077135324478, 0.06353020668029785, 0.1528415083885193, 0.06684770435094833, -0.03635268658399582, -0.0277286097407341, 0.24169887602329254, 0.15015622973442078, -0.013657105155289173, -0.0789569616317749, 0.028043298050761223]",Comfort Fit Premium Quality Fit and Flare Dress with Comfortable Fit
12,Himesh/cardigan/img_00000013.jpg,"[-0.05849788337945938, -0.022695934399962425, -0.0821429193019867, -0.2292238026857376, -0.355313777923584, -0.013328630477190018, 0.1340932846069336, 0.03633603826165199, -0.08992130309343338, 0.15407131612300873, -0.0013638482196256518, -0.09149736911058426, -0.03317585960030556, -0.04657350108027458, 0.15732549130916595, -0.16144584119319916, -0.03329494968056679, -0.17427106201648712, 0.1854112595319748, -0.09448784589767456, -0.2242296189069748, -0.08910711854696274, -0.06692449003458023, -0.09939493983983994, -0.24523334205150604, 0.028311388567090034, -0.06537070870399475, 0.11026298254728317, -0.05153106153011322, 0.2235051840543747, 0.1814403086900711, -0.03490971773862839, -0.03593599796295166, 0.08734097331762314, 0.0676748976111412, 0.07689066976308823, 0.023266954347491264, 0.09873363375663757, -0.09904097765684128, 0.15950323641300201, 0.013427810743451118, -0.185167595744133, -0.0033987159840762615, 0.2129407674074173, 0.012699734419584274, 0.05888620391488075, 0.08971197158098221, 0.05086302384734154, 0.028749240562319756, -0.15365193784236908, 0.012427335605025291, -0.24964231252670288, 0.07496107369661331, -0.1095191165804863, 0.06367156654596329, 0.15128567814826965, 0.06663871556520462, -0.03596420958638191, -0.027557799592614174, 0.24150508642196655, 0.15095581114292145, -0.014323477633297443, -0.07886011153459549, 0.027271946892142296]",Elegant Relaxed Fit Fit and Flare Dress with Comfortable Fit
13,Himesh/cardigan/img_00000014.jpg,"[0.015127688646316528, -0.10565873235464096, -0.1704903095960617, -0.07334912568330765, -0.33379289507865906, 0.08678751438856125, 0.2098284214735031, -0.038269951939582825, -0.062087129801511765, 0.17119185626506805, 0.05487167462706566, -0.022304844111204147, -0.03944920748472214, -0.03206760063767433, 0.11394719034433365, -0.2021843045949936, 0.02939988672733307, -0.12049151957035065, 0.2166658341884613, -0.0952259749174118, -0.24829719960689545, -0.1004706397652626, -0.0383402518928051, -0.021726572886109352, -0.16388855874538422, 0.048702120780944824, 0.07594349980354309, 0.2483811229467392, -0.00395828066393733, 0.14163371920585632, 0.25364434719085693, 0.021321222186088562, -0.04844559356570244, 0.007945146411657333, 0.05085553228855133, 0.11306315660476685, 0.03811520338058472, 0.12291446328163147, -0.11825772374868393, 0.233566552400589, -0.03546437993645668, -0.33102089166641235, 0.004000971559435129, 0.19386829435825348, -0.03827774152159691, -0.03529354929924011, 0.010616904124617577, 0.0868307575583458, 0.024656210094690323, -0.03503568470478058, -0.028885910287499428, -0.18153195083141327, 0.05977430194616318, -0.04340197518467903, 0.06608284264802933, 0.06551800668239594, -0.04204286262392998, -0.07508187741041183, -0.034210000187158585, 0.12766329944133759, 0.05413403362035751, -0.07325620204210281, -0.15700367093086243, -0.02693391963839531]",Comfort Fit Lightweight Fit and Flare Dress for Outdoor Wear
14,Himesh/cardigan/img_00000015.jpg,"[0.015496334992349148, -0.10269320011138916, -0.16773003339767456, -0.07451210170984268, -0.33759739995002747, 0.08616339415311813, 0.21186621487140656, -0.04139738902449608, -0.06176260486245155, 0.17009268701076508, 0.0550406314432621, -0.023327799513936043, -0.04242938011884689, -0.03405500203371048, 0.11051728576421738, -0.20346322655677795, 0.028234237805008888, -0.11831154674291611, 0.21547412872314453, -0.09515830129384995, -0.24598728120326996, -0.10135695338249207, -0.03655337542295456, -0.019050491973757744, -0.1610148400068283, 0.04895908012986183, 0.07400979101657867, 0.24787747859954834, -0.006155137438327074, 0.13773952424526215, 0.25590428709983826, 0.023912278935313225, -0.04623892903327942, 0.006364902481436729, 0.054478004574775696, 0.1113094612956047, 0.03640235215425491, 0.12165763974189758, -0.11844182014465332, 0.23194412887096405, -0.034049104899168015, -0.3319943845272064, 0.005580657161772251, 0.19413594901561737, -0.03781387209892273, -0.03814560920000076, 0.013494757004082203, 0.08634642511606216, 0.024452099576592445, -0.03410692512989044, -0.030783429741859436, -0.18332192301750183, 0.0580655112862587, -0.04605072736740112, 0.06626427918672562, 0.06743589788675308, -0.03894792124629021, -0.07579456269741058, -0.03333241119980812, 0.12869539856910706, 0.054482702165842056, -0.0741271898150444, -0.15999092161655426, -0.02671871706843376]",Comfort Fit Modern Fit and Flare Dress for Office Wear
15,Himesh/cardigan/img_00000016.jpg,"[-0.03867071866989136, -0.006488403771072626, -0.12049518525600433, -0.23630592226982117, -0.3416813910007477, -0.015383925288915634, 0.15422271192073822, 0.015154924243688583, -0.06546719372272491, 0.14345388114452362, 0.01842338964343071, -0.11758147925138474, 0.009319593198597431, -0.03837257996201515, 0.17174343764781952, -0.1384110152721405, -0.005339989438652992, -0.2371792048215866, 0.1494903415441513, -0.06873489916324615, -0.17879237234592438, -0.05918004363775253, -0.043229974806308746, -0.11451428383588791, -0.2019955813884735, -0.0064172521233558655, -0.09309013187885284, 0.08326870948076248, -0.022458305582404137, 0.19890454411506653, 0.16948185861110687, -0.05862734094262123, -0.036233216524124146, 0.12815120816230774, 0.10599072277545929, 0.044214628636837006, -0.0032051538582891226, 0.11414836347103119, -0.06676065176725388, 0.19284458458423615, -0.009458678774535656, -0.17196843028068542, -0.032555364072322845, 0.277005136013031, 0.0316794328391552, 0.07549998164176941, 0.10123595595359802, 0.07106593996286392, 0.01702539622783661, -0.12932570278644562, -0.005369139835238457, -0.23389996588230133, 0.08033561706542969, -0.0915408730506897, 0.05662737786769867, 0.16729174554347992, 0.04733119159936905, -0.0763535127043724, -0.020643917843699455, 0.24591131508350372, 0.15383031964302063, 0.034582868218421936, -0.07717098295688629, 0.05248381569981575]",Essential Lightweight Fit and Flare Dress for Every Occasion
16,Himesh/cardigan/img_00000017.jpg,"[-0.05566034093499184, -0.008641045540571213, -0.09501557052135468, -0.25703108310699463, -0.345698744058609, 0.008539637550711632, 0.1363193690776825, 0.009542933665215969, -0.07668344676494598, 0.17777545750141144, -0.020963488146662712, -0.09790777415037155, -0.03196900710463524, -0.11395923048257828, 0.12481971830129623, -0.1612042635679245, -0.03655902296304703, -0.17557379603385925, 0.17257405817508698, -0.10284252464771271, -0.18658804893493652, -0.059917643666267395, -0.08923666924238205, -0.12209906429052353, -0.21326974034309387, 0.032041035592556, -0.10102488845586777, 0.07003509998321533, -0.04498373717069626, 0.2146127074956894, 0.16230681538581848, -0.024303726851940155, 0.00030331831658259034, 0.0856856107711792, 0.09826050698757172, 0.07759977877140045, 0.02082081511616707, 0.10392676293849945, -0.08954349905252457, 0.15308989584445953, 0.005196182057261467, -0.19781455397605896, -0.033587485551834106, 0.23250137269496918, 0.025647496804594994, 0.0786113291978836, 0.1214265525341034, 0.05094851553440094, 0.042999498546123505, -0.14614927768707275, 0.003384604351595044, -0.2220137119293213, 0.055739108473062515, -0.09339846670627594, 0.04623471572995186, 0.16796541213989258, 0.07623019069433212, -0.020265739411115646, -0.014327810145914555, 0.26097550988197327, 0.17316290736198425, 0.02074739895761013, -0.0744236558675766, 0.02346186898648739]",Women's Lightweight Fit and Flare Dress for Winter
17,Himesh/cardigan/img_00000018.jpg,"[-0.02605625055730343, 0.0046304017305374146, -0.14490249752998352, -0.21377791464328766, -0.2617383599281311, 0.03818926215171814, 0.09680024534463882, -0.04310905188322067, 0.007688300218433142, 0.21743792295455933, 0.005867122206836939, -0.12895934283733368, -0.05170933157205582, -0.05877199396491051, 0.05041036009788513, -0.12963604927062988, 0.00746291084215045, -0.1511169672012329, 0.13695110380649567, -0.04621802642941475, -0.1809476912021637, -0.015070421621203423, -0.05812651664018631, 0.03234313800930977, -0.20863527059555054, -0.06709042191505432, -0.12374711036682129, 0.04493242874741554, 0.057520657777786255, 0.08452894538640976, 0.12267514318227768, 0.05584781989455223, -0.013503228314220905, 0.00558884721249342, 0.1521434485912323, 0.10729092359542847, 0.02582671493291855, 0.1318657398223877, -0.09499751776456833, 0.24013328552246094, 0.060601282864809036, -0.2906024158000946, -0.056770291179418564, 0.2918880581855774, 0.09321027249097824, 0.02706211432814598, 0.13335517048835754, 0.013649416156113148, -0.030622856691479683, -0.2159176766872406, -0.006208393722772598, -0.1908465325832367, -0.015243900939822197, -0.061614081263542175, 0.05445653572678566, 0.12471652030944824, 0.09938929229974747, -0.16852053999900818, 0.06811638921499252, 0.25824227929115295, 0.19054166972637177, 0.006902676075696945, -0.09583457559347153, -0.03879925608634949]",Essential Tailored Fit and Flare Dress Collection
18,Himesh/cardigan/img_00000019.jpg,"[-0.028218470513820648, -0.00820564478635788, -0.09352566301822662, -0.23190030455589294, -0.34212374687194824, -0.009251829236745834, 0.16340607404708862, 0.0471784770488739, -0.04761417955160141, 0.16811902821063995, 0.023337936028838158, -0.052873123437166214, -0.04479704797267914, -0.03562965616583824, 0.15673735737800598, -0.12880708277225494, 0.022480588406324387, -0.13885819911956787, 0.16139118373394012, -0.09819547832012177, -0.22318434715270996, -0.06271372735500336, -0.08072125166654587, -0.11084242165088654, -0.23397758603096008, 0.07119430601596832, -0.05939682945609093, 0.09844161570072174, -0.022483354434370995, 0.22429755330085754, 0.15210549533367157, -0.014478737488389015, -0.045820336788892746, 0.01609501987695694, 0.11852820962667465, 0.0305156446993351, 0.008556753396987915, 0.12475889176130295, -0.10246880352497101, 0.12865367531776428, 0.01951882615685463, -0.25562769174575806, -0.00722268782556057, 0.20994937419891357, 0.057945091277360916, 0.055502165108919144, 0.042990121990442276, 0.06022662669420242, 0.01784554310142994, -0.11923655867576599, 0.005978888366371393, -0.2288777083158493, 0.0816144347190857, -0.04503745213150978, 0.10861210525035858, 0.19030822813510895, 0.08333145827054977, -0.02645128220319748, 0.03926236554980278, 0.2621902823448181, 0.2217882126569748, 0.017340468242764473, -0.05154752731323242, 0.03863191232085228]",Unisex Tailored Fit and Flare Dress for Winter
19,Himesh/cardigan/img_00000020.jpg,"[-0.03304378315806389, -0.008387706242501736, -0.09194707870483398, -0.23313196003437042, -0.3408747911453247, -0.0033191205002367496, 0.16504880785942078, 0.044184520840644836, -0.04719749093055725, 0.1722673922777176, 0.02209213376045227, -0.05098354071378708, -0.048587195575237274, -0.03748909384012222, 0.15277579426765442, -0.13143207132816315, 0.02050916664302349, -0.13803128898143768, 0.16423244774341583, -0.09222402423620224, -0.22399617731571198, -0.06366150081157684, -0.0816388875246048, -0.1114669069647789, -0.23450468480587006, 0.07188255339860916, -0.06121290102601051, 0.09827319532632828, -0.025250116363167763, 0.22316771745681763, 0.15365229547023773, -0.010869693011045456, -0.045222729444503784, 0.01604832522571087, 0.1159067451953888, 0.031615763902664185, 0.011353817768394947, 0.12662231922149658, -0.10469585657119751, 0.12407873570919037, 0.020703382790088654, -0.2565256357192993, -0.006473263259977102, 0.20936031639575958, 0.057790957391262054, 0.0546853169798851, 0.0471336655318737, 0.05605417862534523, 0.018747562542557716, -0.12115542590618134, 0.007588583044707775, -0.23013180494308472, 0.08215315639972687, -0.04326866194605827, 0.10965770483016968, 0.18596696853637695, 0.08223844319581985, -0.02594577521085739, 0.03873395919799805, 0.2622963786125183, 0.22014319896697998, 0.01592714712023735, -0.054606843739748, 0.03860913962125778]",Comfort Fit Relaxed Fit Fit and Flare Dress for Outdoor Wear
