image_path,class_id,x_center,y_center,width,height
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000162.jpg,7,0.679377,0.287887,0.205303,0.463208
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000159.jpg,7,0.382199,0.340785,0.668099,0.673285
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001198.jpg,7,0.369488,0.382561,0.242983,0.378928
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001198.jpg,7,0.369398,0.380553,0.244448,0.378928
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001198.jpg,7,0.381147,0.508886,0.300115,0.920847
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001199.jpg,7,0.511229,0.455903,0.385938,0.703865
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001199.jpg,7,0.453639,0.513634,0.255424,0.477337
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000234.jpg,7,0.515604,0.6137,0.994337,0.737996
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000234.jpg,7,0.514323,0.615594,0.994337,0.743994
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000164.jpg,7,0.437138,0.460702,0.926938,0.731909
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000164.jpg,7,0.44188,0.458708,0.926938,0.731909
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001213.jpg,7,0.341239,0.586331,0.453349,0.630784
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001213.jpg,7,0.339592,0.585101,0.453349,0.632601
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001213.jpg,7,0.383319,0.507422,0.626876,0.911243
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001217.jpg,7,0.584014,0.475289,0.259856,0.731909
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001217.jpg,7,0.576527,0.387483,0.242918,0.327247
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001217.jpg,7,0.576078,0.387113,0.242133,0.32897
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001785.jpg,7,0.496804,0.599999,0.568522,0.662891
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001785.jpg,7,0.496671,0.598669,0.566116,0.666374
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001201.jpg,7,0.493832,0.574634,0.357111,0.557468
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001201.jpg,7,0.456611,0.611503,0.271723,0.366688
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001201.jpg,7,0.455945,0.610232,0.272519,0.368504
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001047.jpg,7,0.489149,0.612894,0.690228,0.619801
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001047.jpg,7,0.490384,0.611426,0.690228,0.616113
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001040.jpg,7,0.420598,0.619142,0.483511,0.669071
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001040.jpg,7,0.420461,0.619629,0.483511,0.673392
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001214.jpg,7,0.3252,0.587197,0.294499,0.77472
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001783.jpg,7,0.512083,0.526343,0.628594,0.934443
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001783.jpg,7,0.510465,0.668993,0.625138,0.641632
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001783.jpg,7,0.510676,0.670025,0.625138,0.645217
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000220.jpg,7,0.502289,0.510802,1.0,0.848069
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000220.jpg,7,0.501943,0.512791,1.0,0.848069
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000156.jpg,7,0.670007,0.616132,0.699334,0.758588
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000160.jpg,7,0.486458,0.298886,0.493341,0.501083
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000160.jpg,7,0.468811,0.290406,0.550427,0.512799
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001795.jpg,7,0.570654,0.565585,0.658594,0.842701
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001795.jpg,7,0.507019,0.521459,0.322619,0.451573
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001798.jpg,7,0.46555,0.501563,0.927066,0.992429
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001798.jpg,7,0.480271,0.501159,0.963919,0.99673
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001210.jpg,7,0.388954,0.392339,0.263593,0.388164
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001210.jpg,7,0.388769,0.39306,0.260513,0.38446
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001210.jpg,7,0.381847,0.494333,0.283067,0.896653
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001206.jpg,7,0.46058,0.625871,0.341678,0.70939
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001206.jpg,7,0.434656,0.657304,0.269025,0.470864
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001206.jpg,7,0.435976,0.655265,0.270179,0.473049
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000163.jpg,7,0.518441,0.47619,0.532254,0.943389
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000163.jpg,7,0.520087,0.294518,0.523112,0.458212
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000163.jpg,7,0.517983,0.2942,0.524444,0.450464
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001792.jpg,7,0.602066,0.554456,0.415951,0.623439
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001784.jpg,7,0.399186,0.675186,0.638098,0.645217
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001784.jpg,7,0.401763,0.674632,0.640526,0.643427
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001194.jpg,7,0.611181,0.268933,0.750989,0.534232
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000229.jpg,7,0.519691,0.647022,0.826852,0.636225
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000229.jpg,7,0.52144,0.655622,0.83269,0.608695
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000223.jpg,7,0.466987,0.499121,0.882798,0.997529
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000223.jpg,7,0.468935,0.498229,0.880465,0.993312
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001796.jpg,7,0.328367,0.497564,0.52459,0.929198
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001796.jpg,7,0.337421,0.49951,0.541119,0.934294
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000171.jpg,7,0.490293,0.47061,1.0,0.791247
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000171.jpg,7,0.485579,0.467503,1.0,0.788654
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001044.jpg,7,0.581824,0.532486,0.541999,0.879962
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001044.jpg,7,0.582061,0.531956,0.545875,0.879962
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001043.jpg,7,0.493744,0.581804,0.360362,0.501559
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001043.jpg,7,0.492737,0.582696,0.361263,0.501559
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000173.jpg,7,0.5065,0.467915,0.25654,0.967055
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000173.jpg,7,0.506164,0.464263,0.255053,0.975398
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000173.jpg,7,0.508627,0.2677,0.262472,0.478265
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000173.jpg,7,0.504464,0.272588,0.247631,0.478265
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001042.jpg,7,0.362379,0.714156,0.753786,0.563242
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001042.jpg,7,0.361912,0.714471,0.756346,0.565163
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000930.jpg,7,0.526343,0.482673,0.84193,0.913738
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000930.jpg,7,0.528655,0.482283,0.833433,0.929492
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000224.jpg,7,0.566107,0.2757,0.468106,0.545875
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000224.jpg,7,0.565138,0.277465,0.469295,0.545875
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000224.jpg,7,0.562068,0.401266,0.484866,0.803857
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000143.jpg,7,0.404041,0.49668,0.849616,0.992884
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000143.jpg,7,0.405555,0.497253,0.847206,0.99219
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000218.jpg,7,0.500526,0.549641,1.0,0.875872
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000218.jpg,7,0.501984,0.550221,1.0,0.877561
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000172.jpg,7,0.527606,0.531666,0.203104,0.857676
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000145.jpg,7,0.504408,0.493751,0.891188,0.983098
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000145.jpg,7,0.512293,0.494323,0.902693,0.985947
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001791.jpg,7,0.551318,0.682267,0.450464,0.632893
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001791.jpg,7,0.551741,0.681673,0.4466,0.631057
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001211.jpg,7,0.51013,0.520541,0.267874,0.59635
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001211.jpg,7,0.517815,0.592282,0.243721,0.407008
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001211.jpg,7,0.519278,0.593835,0.243721,0.410788
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000221.jpg,7,0.496338,0.461842,1.0,0.920847
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000221.jpg,7,0.495551,0.452959,1.0,0.904718
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001200.jpg,7,0.574487,0.577779,0.406722,0.39804
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001200.jpg,7,0.575283,0.57849,0.407295,0.399913
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001200.jpg,7,0.634799,0.550607,0.602112,0.649757
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001048.jpg,7,0.551137,0.656773,0.850623,0.641632
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001048.jpg,7,0.51112,0.509374,0.942202,0.946636
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000147.jpg,7,0.523916,0.446182,0.339576,0.487413
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000147.jpg,7,0.523103,0.447818,0.346543,0.493271
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000147.jpg,7,0.52414,0.476669,0.418856,0.931738
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000931.jpg,7,0.50046,0.442324,0.85924,0.764265
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000931.jpg,7,0.499625,0.440464,0.85924,0.764265
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001203.jpg,7,0.585909,0.331916,0.285547,0.335904
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001203.jpg,7,0.618875,0.424582,0.442697,0.781465
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001203.jpg,7,0.585654,0.331363,0.287331,0.335904
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001197.jpg,7,0.496907,0.535052,0.461173,0.621641
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001197.jpg,7,0.503819,0.535584,0.473741,0.623477
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001197.jpg,7,0.49281,0.499121,0.59167,0.99219
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000144.jpg,7,0.501597,0.490907,1.0,0.919701
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000144.jpg,7,0.501465,0.489357,1.0,0.918539
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001787.jpg,7,0.617535,0.548407,0.651533,0.85954
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001787.jpg,7,0.557169,0.510386,0.421655,0.537431
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000169.jpg,7,0.693241,0.473521,0.244081,0.969842
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000169.jpg,7,0.691639,0.281884,0.241855,0.433255
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000169.jpg,7,0.691223,0.282412,0.24329,0.435687
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000169.jpg,7,0.693293,0.469493,0.243361,0.961465
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000233.jpg,7,0.630594,0.498633,0.61064,0.996409
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000233.jpg,7,0.460049,0.331363,0.229888,0.380769
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000233.jpg,7,0.457019,0.330078,0.240425,0.382612
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000166.jpg,7,0.588584,0.616056,0.584471,0.641632
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000166.jpg,7,0.588403,0.616594,0.588657,0.645217
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001208.jpg,7,0.588645,0.418917,0.348708,0.767068
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001208.jpg,7,0.588933,0.330294,0.27476,0.342911
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001208.jpg,7,0.589658,0.331147,0.27476,0.341153
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000165.jpg,7,0.484685,0.460434,0.172511,0.963716
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000170.jpg,7,0.523223,0.449903,0.320914,0.966716
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000170.jpg,7,0.502921,0.271518,0.2826,0.460639
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000170.jpg,7,0.501456,0.272718,0.285779,0.455527
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001788.jpg,7,0.407918,0.393786,0.289459,0.629248
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001788.jpg,7,0.406327,0.395386,0.288656,0.618947
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000155.jpg,7,0.564153,0.645683,0.492552,0.683511
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000155.jpg,7,0.563992,0.642723,0.497415,0.690232
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000155.jpg,7,0.559606,0.50952,0.617538,0.967924
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001045.jpg,7,0.55331,0.668512,0.47961,0.599353
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001045.jpg,7,0.553551,0.668127,0.48156,0.601227
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001041.jpg,7,0.468501,0.64831,0.528396,0.696874
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000153.jpg,7,0.501365,0.397889,0.930097,0.796361
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000153.jpg,7,0.500397,0.398492,0.926627,0.793816
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001046.jpg,7,0.507315,0.508009,0.407065,0.4466
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001046.jpg,7,0.507086,0.508666,0.409043,0.454335
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001216.jpg,7,0.452517,0.588889,0.713567,0.673285
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001216.jpg,7,0.452244,0.588698,0.713567,0.669839
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001216.jpg,7,0.517251,0.495215,0.982608,0.95731
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001790.jpg,7,0.53979,0.49894,0.269025,0.600892
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001790.jpg,7,0.505462,0.527217,0.343437,1.0
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000154.jpg,7,0.497826,0.530845,1.0,0.928461
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000154.jpg,7,0.497256,0.530334,1.0,0.928461
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001218.jpg,7,0.424236,0.580352,0.554121,0.686882
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001218.jpg,7,0.423601,0.579922,0.551394,0.683511
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001218.jpg,7,0.463723,0.49961,0.648025,0.982028
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000146.jpg,7,0.495463,0.440927,1.0,0.732746
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000146.jpg,7,0.496643,0.444263,1.0,0.734273
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001204.jpg,7,0.602258,0.566019,0.495894,0.518652
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001204.jpg,7,0.602678,0.567982,0.500924,0.518652
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001204.jpg,7,0.585422,0.516595,0.533139,0.781465
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001794.jpg,7,0.577316,0.563039,0.436095,0.855972
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/001794.jpg,7,0.580647,0.587247,0.322619,0.554819
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000231.jpg,7,0.678381,0.591688,0.434654,0.800817
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000231.jpg,7,0.618633,0.630809,0.272109,0.501083
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000231.jpg,7,0.621049,0.631258,0.274825,0.504989
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000151.jpg,7,0.495697,0.533154,1.0,0.929492
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000157.jpg,7,0.56264,0.498145,0.903527,0.98968
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000157.jpg,7,0.567799,0.498229,0.898964,0.988677
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000149.jpg,7,0.381292,0.506164,0.807982,0.978401
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000149.jpg,7,0.381923,0.504981,0.801751,0.972852
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000232.jpg,7,0.352963,0.581391,0.225083,0.516663
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/fit-and-flare dress/000232.jpg,7,0.35196,0.583232,0.223723,0.516663
